epoch: 1, train_loss: 0.505703, train acc: 64.08333333333333, test loss: 0.207657, test acc: 87.75
epoch: 2, train_loss: 0.178925, train acc: 88.99166666666666, test loss: 0.154456, test acc: 90.46
epoch: 3, train_loss: 0.143997, train acc: 91.125, test loss: 0.136587, test acc: 91.5
epoch: 4, train_loss: 0.128550, train acc: 92.25, test loss: 0.125775, test acc: 92.26
epoch: 5, train_loss: 0.116252, train acc: 93.24166666666666, test loss: 0.119674, test acc: 92.54
epoch: 6, train_loss: 0.109470, train acc: 93.65833333333333, test loss: 0.114166, test acc: 92.86
epoch: 7, train_loss: 0.102018, train acc: 94.075, test loss: 0.109842, test acc: 93.14
epoch: 8, train_loss: 0.096102, train acc: 94.575, test loss: 0.106433, test acc: 93.4
epoch: 9, train_loss: 0.092631, train acc: 94.825, test loss: 0.108116, test acc: 93.36
epoch: 10, train_loss: 0.087456, train acc: 95.175, test loss: 0.102098, test acc: 93.6
epoch: 11, train_loss: 0.083958, train acc: 95.43333333333334, test loss: 0.098021, test acc: 93.98
epoch: 12, train_loss: 0.080512, train acc: 95.58333333333333, test loss: 0.098747, test acc: 93.91
epoch: 13, train_loss: 0.078070, train acc: 95.89166666666667, test loss: 0.095976, test acc: 94.19
epoch: 14, train_loss: 0.074778, train acc: 96.16666666666667, test loss: 0.092975, test acc: 94.29
epoch: 15, train_loss: 0.072426, train acc: 96.26666666666667, test loss: 0.092405, test acc: 94.34
epoch: 16, train_loss: 0.070489, train acc: 96.43333333333334, test loss: 0.090202, test acc: 94.45
epoch: 17, train_loss: 0.068471, train acc: 96.50833333333334, test loss: 0.088469, test acc: 94.62
epoch: 18, train_loss: 0.066540, train acc: 96.71666666666667, test loss: 0.087664, test acc: 94.64
epoch: 19, train_loss: 0.065068, train acc: 96.78333333333333, test loss: 0.086627, test acc: 94.91
epoch: 20, train_loss: 0.063454, train acc: 96.86666666666666, test loss: 0.087488, test acc: 94.71
epoch: 21, train_loss: 0.062254, train acc: 97.1, test loss: 0.086125, test acc: 94.83
epoch: 22, train_loss: 0.060334, train acc: 97.23333333333333, test loss: 0.083364, test acc: 94.95
epoch: 23, train_loss: 0.059282, train acc: 97.31666666666666, test loss: 0.084797, test acc: 94.88
epoch: 24, train_loss: 0.057573, train acc: 97.48333333333333, test loss: 0.082110, test acc: 95.07
epoch: 25, train_loss: 0.057371, train acc: 97.55, test loss: 0.081798, test acc: 95.08
epoch: 26, train_loss: 0.056102, train acc: 97.55833333333334, test loss: 0.081655, test acc: 95.06
epoch: 27, train_loss: 0.055319, train acc: 97.66666666666667, test loss: 0.080427, test acc: 95.15
epoch: 28, train_loss: 0.054233, train acc: 97.69166666666666, test loss: 0.080445, test acc: 95.13
