epoch: 1, train_loss: 0.504007, train acc: 65.99166666666666, test loss: 0.207574, test acc: 87.58
epoch: 2, train_loss: 0.179530, train acc: 89.28333333333333, test loss: 0.156255, test acc: 90.03
epoch: 3, train_loss: 0.148223, train acc: 90.95833333333333, test loss: 0.146298, test acc: 90.75
epoch: 4, train_loss: 0.132284, train acc: 92.025, test loss: 0.130220, test acc: 91.92
epoch: 5, train_loss: 0.121478, train acc: 92.78333333333333, test loss: 0.123006, test acc: 92.52
epoch: 6, train_loss: 0.112777, train acc: 93.21666666666667, test loss: 0.120058, test acc: 92.53
epoch: 7, train_loss: 0.105757, train acc: 93.83333333333333, test loss: 0.114467, test acc: 92.98
epoch: 8, train_loss: 0.100565, train acc: 94.25833333333334, test loss: 0.113015, test acc: 93.03
epoch: 9, train_loss: 0.095102, train acc: 94.50833333333334, test loss: 0.110031, test acc: 93.23
epoch: 10, train_loss: 0.090201, train acc: 95.03333333333333, test loss: 0.105792, test acc: 93.61
epoch: 11, train_loss: 0.086415, train acc: 95.19166666666666, test loss: 0.103833, test acc: 93.55
epoch: 12, train_loss: 0.082722, train acc: 95.55, test loss: 0.099406, test acc: 94.09
epoch: 13, train_loss: 0.080252, train acc: 95.725, test loss: 0.099872, test acc: 93.94
epoch: 14, train_loss: 0.076614, train acc: 95.89166666666667, test loss: 0.098032, test acc: 93.94
epoch: 15, train_loss: 0.074562, train acc: 96.075, test loss: 0.097036, test acc: 94.03
epoch: 16, train_loss: 0.071742, train acc: 96.41666666666667, test loss: 0.094636, test acc: 94.13
epoch: 17, train_loss: 0.070149, train acc: 96.575, test loss: 0.092604, test acc: 94.28
epoch: 18, train_loss: 0.067992, train acc: 96.6, test loss: 0.091395, test acc: 94.46
epoch: 19, train_loss: 0.066821, train acc: 96.65, test loss: 0.089963, test acc: 94.57
epoch: 20, train_loss: 0.065157, train acc: 96.78333333333333, test loss: 0.090073, test acc: 94.46
epoch: 21, train_loss: 0.063314, train acc: 96.91666666666667, test loss: 0.088199, test acc: 94.62
epoch: 22, train_loss: 0.062014, train acc: 97.075, test loss: 0.086792, test acc: 94.76
epoch: 23, train_loss: 0.060804, train acc: 97.25, test loss: 0.085606, test acc: 94.91
