epoch: 1, train_loss: 0.439508, train acc: 71.93333333333334, test loss: 0.183274, test acc: 88.9
epoch: 2, train_loss: 0.169919, train acc: 89.41666666666667, test loss: 0.146084, test acc: 90.98
epoch: 3, train_loss: 0.140876, train acc: 91.66666666666667, test loss: 0.131326, test acc: 91.9
epoch: 4, train_loss: 0.125916, train acc: 92.59166666666667, test loss: 0.121666, test acc: 92.66
epoch: 5, train_loss: 0.115332, train acc: 93.34166666666667, test loss: 0.114932, test acc: 93.09
epoch: 6, train_loss: 0.105978, train acc: 94.00833333333334, test loss: 0.112553, test acc: 92.95
epoch: 7, train_loss: 0.100352, train acc: 94.4, test loss: 0.104603, test acc: 93.6
epoch: 8, train_loss: 0.093350, train acc: 94.85833333333333, test loss: 0.101957, test acc: 93.94
epoch: 9, train_loss: 0.087963, train acc: 95.21666666666667, test loss: 0.098737, test acc: 93.97
epoch: 10, train_loss: 0.083785, train acc: 95.63333333333334, test loss: 0.096765, test acc: 94.01
epoch: 11, train_loss: 0.079863, train acc: 95.86666666666666, test loss: 0.093307, test acc: 94.4
epoch: 12, train_loss: 0.076590, train acc: 96.14166666666667, test loss: 0.092141, test acc: 94.39
epoch: 13, train_loss: 0.073974, train acc: 96.25, test loss: 0.089741, test acc: 94.48
epoch: 14, train_loss: 0.070849, train acc: 96.48333333333333, test loss: 0.088869, test acc: 94.7
epoch: 15, train_loss: 0.068993, train acc: 96.76666666666667, test loss: 0.085777, test acc: 94.78
epoch: 16, train_loss: 0.066520, train acc: 96.95833333333333, test loss: 0.086410, test acc: 94.81
epoch: 17, train_loss: 0.065445, train acc: 97.09166666666667, test loss: 0.083655, test acc: 94.99
epoch: 18, train_loss: 0.063693, train acc: 97.06666666666666, test loss: 0.082093, test acc: 95.04
epoch: 19, train_loss: 0.061589, train acc: 97.21666666666667, test loss: 0.081229, test acc: 95.29
epoch: 20, train_loss: 0.060189, train acc: 97.41666666666667, test loss: 0.081057, test acc: 95.23
epoch: 21, train_loss: 0.058855, train acc: 97.46666666666667, test loss: 0.079467, test acc: 95.3
epoch: 22, train_loss: 0.057960, train acc: 97.59166666666667, test loss: 0.081588, test acc: 95.16
epoch: 23, train_loss: 0.056904, train acc: 97.61666666666666, test loss: 0.077317, test acc: 95.42
epoch: 24, train_loss: 0.055772, train acc: 97.675, test loss: 0.078834, test acc: 95.29
epoch: 25, train_loss: 0.054555, train acc: 97.78333333333333, test loss: 0.076361, test acc: 95.42
epoch: 26, train_loss: 0.054066, train acc: 97.76666666666667, test loss: 0.076746, test acc: 95.43
epoch: 27, train_loss: 0.053445, train acc: 97.81666666666666, test loss: 0.077370, test acc: 95.43
epoch: 28, train_loss: 0.052998, train acc: 97.90833333333333, test loss: 0.075812, test acc: 95.65
epoch: 29, train_loss: 0.051807, train acc: 97.90833333333333, test loss: 0.075721, test acc: 95.54
epoch: 30, train_loss: 0.051673, train acc: 97.95833333333333, test loss: 0.076602, test acc: 95.55
epoch: 31, train_loss: 0.051116, train acc: 98.01666666666667, test loss: 0.075313, test acc: 95.59
epoch: 32, train_loss: 0.050340, train acc: 98.125, test loss: 0.072951, test acc: 95.84
epoch: 33, train_loss: 0.049367, train acc: 98.08333333333333, test loss: 0.072511, test acc: 95.86
epoch: 34, train_loss: 0.049063, train acc: 98.19166666666666, test loss: 0.073207, test acc: 95.79
epoch: 35, train_loss: 0.048769, train acc: 98.2, test loss: 0.072374, test acc: 95.7
epoch: 36, train_loss: 0.048052, train acc: 98.25, test loss: 0.071691, test acc: 95.91
epoch: 37, train_loss: 0.047522, train acc: 98.33333333333333, test loss: 0.073705, test acc: 95.68
epoch: 38, train_loss: 0.047127, train acc: 98.30833333333334, test loss: 0.071316, test acc: 95.86
epoch: 39, train_loss: 0.047413, train acc: 98.30833333333334, test loss: 0.072316, test acc: 95.8
epoch: 40, train_loss: 0.046595, train acc: 98.36666666666666, test loss: 0.071606, test acc: 95.91
epoch: 41, train_loss: 0.046584, train acc: 98.31666666666666, test loss: 0.072042, test acc: 95.8
epoch: 42, train_loss: 0.046162, train acc: 98.41666666666667, test loss: 0.070840, test acc: 95.9
epoch: 43, train_loss: 0.045825, train acc: 98.40833333333333, test loss: 0.071497, test acc: 95.86
